"ID","age","race","gender","know","lang","item","response","task"
"148A",20,"White","male","Knowledgeable","Generic","q_cat1",0,"category"
"148A",20,"White","male","Knowledgeable","Generic","q_cat2",1,"category"
"148A",20,"White","male","Knowledgeable","Generic","q_cat3",1,"category"
"148A",20,"White","male","Knowledgeable","Generic","q_homo1",4,"homogeneity"
"148A",20,"White","male","Knowledgeable","Generic","q_homo2",4,"homogeneity"
"149A",19,"White","male","Knowledgeable","Generic","K_Check1",1,"know_check"
"149A",19,"White","male","Knowledgeable","Generic","K_Check2",1,"know_check"
"149A",19,"White","male","Knowledgeable","Generic","U_Check1",NA,"unknow_check"
"149A",19,"White","male","Knowledgeable","Generic","U_Check2",NA,"unknow_check"
"149A",19,"White","male","Knowledgeable","Generic","q_flex1",1,"flexibility"
"149A",19,"White","male","Knowledgeable","Generic","q_flex2",1,"flexibility"
"149A",19,"White","male","Knowledgeable","Generic","q_flex3",1,"flexibility"
"149A",19,"White","male","Knowledgeable","Generic","q_cat1",0,"category"
"149A",19,"White","male","Knowledgeable","Generic","q_cat2",0,"category"
"149A",19,"White","male","Knowledgeable","Generic","q_cat3",0,"category"
"149A",19,"White","male","Knowledgeable","Generic","q_homo1",5,"homogeneity"
"149A",19,"White","male","Knowledgeable","Generic","q_homo2",4,"homogeneity"
"14A",27,"White","nonbinary","Knowledgeable","Generic","K_Check1",1,"know_check"
"14A",27,"White","nonbinary","Knowledgeable","Generic","K_Check2",1,"know_check"
"14A",27,"White","nonbinary","Knowledgeable","Generic","U_Check1",NA,"unknow_check"
"14A",27,"White","nonbinary","Knowledgeable","Generic","U_Check2",NA,"unknow_check"
"14A",27,"White","nonbinary","Knowledgeable","Generic","q_flex1",0,"flexibility"
"14A",27,"White","nonbinary","Knowledgeable","Generic","q_flex2",1,"flexibility"
"14A",27,"White","nonbinary","Knowledgeable","Generic","q_flex3",1,"flexibility"
"14A",27,"White","nonbinary","Knowledgeable","Generic","q_cat1",0,"category"
"14A",27,"White","nonbinary","Knowledgeable","Generic","q_cat2",1,"category"
"14A",27,"White","nonbinary","Knowledgeable","Generic","q_cat3",1,"category"
"14A",27,"White","nonbinary","Knowledgeable","Generic","q_homo1",4,"homogeneity"
"14A",27,"White","nonbinary","Knowledgeable","Generic","q_homo2",4,"homogeneity"
"150A",53,"White","female","Knowledgeable","Specific","K_Check1",1,"know_check"
"150A",53,"White","female","Knowledgeable","Specific","K_Check2",1,"know_check"
"150A",53,"White","female","Knowledgeable","Specific","U_Check1",NA,"unknow_check"
"150A",53,"White","female","Knowledgeable","Specific","U_Check2",NA,"unknow_check"
"150A",53,"White","female","Knowledgeable","Specific","q_flex1",1,"flexibility"
"150A",53,"White","female","Knowledgeable","Specific","q_flex2",1,"flexibility"
"150A",53,"White","female","Knowledgeable","Specific","q_flex3",0,"flexibility"
"150A",53,"White","female","Knowledgeable","Specific","q_cat1",1,"category"
"150A",53,"White","female","Knowledgeable","Specific","q_cat2",1,"category"
"150A",53,"White","female","Knowledgeable","Specific","q_cat3",1,"category"
"150A",53,"White","female","Knowledgeable","Specific","q_homo1",1,"homogeneity"
"150A",53,"White","female","Knowledgeable","Specific","q_homo2",1,"homogeneity"
"151A",25,"White","male","Knowledgeable","Specific","K_Check1",1,"know_check"
"151A",25,"White","male","Knowledgeable","Specific","K_Check2",1,"know_check"
"151A",25,"White","male","Knowledgeable","Specific","U_Check1",NA,"unknow_check"
"151A",25,"White","male","Knowledgeable","Specific","U_Check2",NA,"unknow_check"
"151A",25,"White","male","Knowledgeable","Specific","q_flex1",0,"flexibility"
"151A",25,"White","male","Knowledgeable","Specific","q_flex2",1,"flexibility"
"151A",25,"White","male","Knowledgeable","Specific","q_flex3",1,"flexibility"
"151A",25,"White","male","Knowledgeable","Specific","q_cat1",0,"category"
"151A",25,"White","male","Knowledgeable","Specific","q_cat2",1,"category"
"151A",25,"White","male","Knowledgeable","Specific","q_cat3",1,"category"
"151A",25,"White","male","Knowledgeable","Specific","q_homo1",2,"homogeneity"
"151A",25,"White","male","Knowledgeable","Specific","q_homo2",2,"homogeneity"
"152A",35,"Asian","male","Knowledgeable","Generic","K_Check1",1,"know_check"
"152A",35,"Asian","male","Knowledgeable","Generic","K_Check2",1,"know_check"
"152A",35,"Asian","male","Knowledgeable","Generic","U_Check1",NA,"unknow_check"
"152A",35,"Asian","male","Knowledgeable","Generic","U_Check2",NA,"unknow_check"
"152A",35,"Asian","male","Knowledgeable","Generic","q_flex1",1,"flexibility"
"152A",35,"Asian","male","Knowledgeable","Generic","q_flex2",1,"flexibility"
"152A",35,"Asian","male","Knowledgeable","Generic","q_flex3",1,"flexibility"
"152A",35,"Asian","male","Knowledgeable","Generic","q_cat1",0,"category"
"152A",35,"Asian","male","Knowledgeable","Generic","q_cat2",1,"category"
"152A",35,"Asian","male","Knowledgeable","Generic","q_cat3",1,"category"
"152A",35,"Asian","male","Knowledgeable","Generic","q_homo1",5,"homogeneity"
"152A",35,"Asian","male","Knowledgeable","Generic","q_homo2",3,"homogeneity"
"153A",37,"Asian","male","Knowledgeable","Generic","K_Check1",1,"know_check"
"153A",37,"Asian","male","Knowledgeable","Generic","K_Check2",1,"know_check"
"153A",37,"Asian","male","Knowledgeable","Generic","U_Check1",NA,"unknow_check"
"153A",37,"Asian","male","Knowledgeable","Generic","U_Check2",NA,"unknow_check"
"153A",37,"Asian","male","Knowledgeable","Generic","q_flex1",0,"flexibility"
"153A",37,"Asian","male","Knowledgeable","Generic","q_flex2",0,"flexibility"
"153A",37,"Asian","male","Knowledgeable","Generic","q_flex3",0,"flexibility"
"153A",37,"Asian","male","Knowledgeable","Generic","q_cat1",0,"category"
"153A",37,"Asian","male","Knowledgeable","Generic","q_cat2",1,"category"
"153A",37,"Asian","male","Knowledgeable","Generic","q_cat3",1,"category"
"153A",37,"Asian","male","Knowledgeable","Generic","q_homo1",4,"homogeneity"
"153A",37,"Asian","male","Knowledgeable","Generic","q_homo2",4,"homogeneity"
"154A",39,"Black or African American","male","Knowledgeable","Specific","K_Check1",1,"know_check"
"154A",39,"Black or African American","male","Knowledgeable","Specific","K_Check2",1,"know_check"
"154A",39,"Black or African American","male","Knowledgeable","Specific","U_Check1",NA,"unknow_check"
"154A",39,"Black or African American","male","Knowledgeable","Specific","U_Check2",NA,"unknow_check"
"154A",39,"Black or African American","male","Knowledgeable","Specific","q_flex1",0,"flexibility"
"154A",39,"Black or African American","male","Knowledgeable","Specific","q_flex2",1,"flexibility"
"154A",39,"Black or African American","male","Knowledgeable","Specific","q_flex3",1,"flexibility"
"154A",39,"Black or African American","male","Knowledgeable","Specific","q_cat1",1,"category"
"154A",39,"Black or African American","male","Knowledgeable","Specific","q_cat2",1,"category"
"154A",39,"Black or African American","male","Knowledgeable","Specific","q_cat3",1,"category"
"154A",39,"Black or African American","male","Knowledgeable","Specific","q_homo1",5,"homogeneity"
"154A",39,"Black or African American","male","Knowledgeable","Specific","q_homo2",5,"homogeneity"
"155A",49,"Black or African American","male","Unknowledgeable","Specific","K_Check1",NA,"know_check"
"155A",49,"Black or African American","male","Unknowledgeable","Specific","K_Check2",NA,"know_check"
"155A",49,"Black or African American","male","Unknowledgeable","Specific","U_Check1",1,"unknow_check"
"155A",49,"Black or African American","male","Unknowledgeable","Specific","U_Check2",1,"unknow_check"
"155A",49,"Black or African American","male","Unknowledgeable","Specific","q_flex1",1,"flexibility"
"155A",49,"Black or African American","male","Unknowledgeable","Specific","q_flex2",1,"flexibility"
"155A",49,"Black or African American","male","Unknowledgeable","Specific","q_flex3",1,"flexibility"
"155A",49,"Black or African American","male","Unknowledgeable","Specific","q_cat1",0,"category"
"155A",49,"Black or African American","male","Unknowledgeable","Specific","q_cat2",1,"category"
"155A",49,"Black or African American","male","Unknowledgeable","Specific","q_cat3",1,"category"
"155A",49,"Black or African American","male","Unknowledgeable","Specific","q_homo1",3,"homogeneity"
"155A",49,"Black or African American","male","Unknowledgeable","Specific","q_homo2",3,"homogeneity"
"156A",49,"White","male","Knowledgeable","Specific","K_Check1",1,"know_check"
"156A",49,"White","male","Knowledgeable","Specific","K_Check2",1,"know_check"
"156A",49,"White","male","Knowledgeable","Specific","U_Check1",NA,"unknow_check"
"156A",49,"White","male","Knowledgeable","Specific","U_Check2",NA,"unknow_check"
"156A",49,"White","male","Knowledgeable","Specific","q_flex1",0,"flexibility"
"156A",49,"White","male","Knowledgeable","Specific","q_flex2",0,"flexibility"
"156A",49,"White","male","Knowledgeable","Specific","q_flex3",0,"flexibility"
"156A",49,"White","male","Knowledgeable","Specific","q_cat1",0,"category"
"156A",49,"White","male","Knowledgeable","Specific","q_cat2",0,"category"
"156A",49,"White","male","Knowledgeable","Specific","q_cat3",0,"category"
"156A",49,"White","male","Knowledgeable","Specific","q_homo1",2,"homogeneity"
"156A",49,"White","male","Knowledgeable","Specific","q_homo2",2,"homogeneity"
"157A",76,"White","female","Unknowledgeable","Generic","K_Check1",NA,"know_check"
"157A",76,"White","female","Unknowledgeable","Generic","K_Check2",NA,"know_check"
"157A",76,"White","female","Unknowledgeable","Generic","U_Check1",1,"unknow_check"
"157A",76,"White","female","Unknowledgeable","Generic","U_Check2",1,"unknow_check"
"157A",76,"White","female","Unknowledgeable","Generic","q_flex1",0,"flexibility"
"157A",76,"White","female","Unknowledgeable","Generic","q_flex2",1,"flexibility"
"157A",76,"White","female","Unknowledgeable","Generic","q_flex3",1,"flexibility"
"157A",76,"White","female","Unknowledgeable","Generic","q_cat1",0,"category"
"157A",76,"White","female","Unknowledgeable","Generic","q_cat2",1,"category"
"157A",76,"White","female","Unknowledgeable","Generic","q_cat3",0,"category"
"157A",76,"White","female","Unknowledgeable","Generic","q_homo1",5,"homogeneity"
"157A",76,"White","female","Unknowledgeable","Generic","q_homo2",3,"homogeneity"
"158A",31,"Black or African American","male","Knowledgeable","Generic","K_Check1",1,"know_check"
"158A",31,"Black or African American","male","Knowledgeable","Generic","K_Check2",1,"know_check"
"158A",31,"Black or African American","male","Knowledgeable","Generic","U_Check1",NA,"unknow_check"
"158A",31,"Black or African American","male","Knowledgeable","Generic","U_Check2",NA,"unknow_check"
"158A",31,"Black or African American","male","Knowledgeable","Generic","q_flex1",0,"flexibility"
"158A",31,"Black or African American","male","Knowledgeable","Generic","q_flex2",0,"flexibility"
"158A",31,"Black or African American","male","Knowledgeable","Generic","q_flex3",1,"flexibility"
"158A",31,"Black or African American","male","Knowledgeable","Generic","q_cat1",0,"category"
"158A",31,"Black or African American","male","Knowledgeable","Generic","q_cat2",1,"category"
"158A",31,"Black or African American","male","Knowledgeable","Generic","q_cat3",1,"category"
"158A",31,"Black or African American","male","Knowledgeable","Generic","q_homo1",3,"homogeneity"
"158A",31,"Black or African American","male","Knowledgeable","Generic","q_homo2",3,"homogeneity"
"159A",NA,"","","Unknowledgeable","Specific","K_Check1",NA,"know_check"
"159A",NA,"","","Unknowledgeable","Specific","K_Check2",NA,"know_check"
"159A",NA,"","","Unknowledgeable","Specific","U_Check1",1,"unknow_check"
"159A",NA,"","","Unknowledgeable","Specific","U_Check2",1,"unknow_check"
"159A",NA,"","","Unknowledgeable","Specific","q_flex1",NA,"flexibility"
"159A",NA,"","","Unknowledgeable","Specific","q_flex2",NA,"flexibility"
"159A",NA,"","","Unknowledgeable","Specific","q_flex3",NA,"flexibility"
"159A",NA,"","","Unknowledgeable","Specific","q_cat1",NA,"category"
"159A",NA,"","","Unknowledgeable","Specific","q_cat2",NA,"category"
"159A",NA,"","","Unknowledgeable","Specific","q_cat3",NA,"category"
"159A",NA,"","","Unknowledgeable","Specific","q_homo1",NA,"homogeneity"
"159A",NA,"","","Unknowledgeable","Specific","q_homo2",NA,"homogeneity"
"15A",35,"White","female","Unknowledgeable","Specific","K_Check1",NA,"know_check"
"15A",35,"White","female","Unknowledgeable","Specific","K_Check2",NA,"know_check"
"15A",35,"White","female","Unknowledgeable","Specific","U_Check1",1,"unknow_check"
"15A",35,"White","female","Unknowledgeable","Specific","U_Check2",1,"unknow_check"
"15A",35,"White","female","Unknowledgeable","Specific","q_flex1",1,"flexibility"
"15A",35,"White","female","Unknowledgeable","Specific","q_flex2",0,"flexibility"
"15A",35,"White","female","Unknowledgeable","Specific","q_flex3",0,"flexibility"
"15A",35,"White","female","Unknowledgeable","Specific","q_cat1",0,"category"
"15A",35,"White","female","Unknowledgeable","Specific","q_cat2",1,"category"
"15A",35,"White","female","Unknowledgeable","Specific","q_cat3",1,"category"
"15A",35,"White","female","Unknowledgeable","Specific","q_homo1",2,"homogeneity"
"15A",35,"White","female","Unknowledgeable","Specific","q_homo2",2,"homogeneity"
"160A",52,"White","female","Unknowledgeable","Specific","K_Check1",NA,"know_check"
"160A",52,"White","female","Unknowledgeable","Specific","K_Check2",NA,"know_check"
"160A",52,"White","female","Unknowledgeable","Specific","U_Check1",1,"unknow_check"
"160A",52,"White","female","Unknowledgeable","Specific","U_Check2",1,"unknow_check"
"160A",52,"White","female","Unknowledgeable","Specific","q_flex1",0,"flexibility"
"160A",52,"White","female","Unknowledgeable","Specific","q_flex2",0,"flexibility"
"160A",52,"White","female","Unknowledgeable","Specific","q_flex3",0,"flexibility"
"160A",52,"White","female","Unknowledgeable","Specific","q_cat1",0,"category"
"160A",52,"White","female","Unknowledgeable","Specific","q_cat2",1,"category"
"160A",52,"White","female","Unknowledgeable","Specific","q_cat3",0,"category"
"160A",52,"White","female","Unknowledgeable","Specific","q_homo1",2,"homogeneity"
"160A",52,"White","female","Unknowledgeable","Specific","q_homo2",2,"homogeneity"
"161A",55,"White","female","Unknowledgeable","Specific","K_Check1",NA,"know_check"
"161A",55,"White","female","Unknowledgeable","Specific","K_Check2",NA,"know_check"
"161A",55,"White","female","Unknowledgeable","Specific","U_Check1",1,"unknow_check"
"161A",55,"White","female","Unknowledgeable","Specific","U_Check2",1,"unknow_check"
"161A",55,"White","female","Unknowledgeable","Specific","q_flex1",1,"flexibility"
"161A",55,"White","female","Unknowledgeable","Specific","q_flex2",1,"flexibility"
"161A",55,"White","female","Unknowledgeable","Specific","q_flex3",1,"flexibility"
"161A",55,"White","female","Unknowledgeable","Specific","q_cat1",0,"category"
"161A",55,"White","female","Unknowledgeable","Specific","q_cat2",1,"category"
"161A",55,"White","female","Unknowledgeable","Specific","q_cat3",0,"category"
"161A",55,"White","female","Unknowledgeable","Specific","q_homo1",3,"homogeneity"
"161A",55,"White","female","Unknowledgeable","Specific","q_homo2",3,"homogeneity"
"162A",34,"White","female","Knowledgeable","Generic","K_Check1",1,"know_check"
"162A",34,"White","female","Knowledgeable","Generic","K_Check2",1,"know_check"
"162A",34,"White","female","Knowledgeable","Generic","U_Check1",NA,"unknow_check"
"162A",34,"White","female","Knowledgeable","Generic","U_Check2",NA,"unknow_check"
"162A",34,"White","female","Knowledgeable","Generic","q_flex1",0,"flexibility"
"162A",34,"White","female","Knowledgeable","Generic","q_flex2",1,"flexibility"
"162A",34,"White","female","Knowledgeable","Generic","q_flex3",0,"flexibility"
"162A",34,"White","female","Knowledgeable","Generic","q_cat1",0,"category"
"162A",34,"White","female","Knowledgeable","Generic","q_cat2",1,"category"
"162A",34,"White","female","Knowledgeable","Generic","q_cat3",1,"category"
"162A",34,"White","female","Knowledgeable","Generic","q_homo1",4,"homogeneity"
"162A",34,"White","female","Knowledgeable","Generic","q_homo2",4,"homogeneity"
"163A",20,"White","male","Unknowledgeable","Generic","K_Check1",NA,"know_check"
"163A",20,"White","male","Unknowledgeable","Generic","K_Check2",NA,"know_check"
"163A",20,"White","male","Unknowledgeable","Generic","U_Check1",1,"unknow_check"
"163A",20,"White","male","Unknowledgeable","Generic","U_Check2",1,"unknow_check"
"163A",20,"White","male","Unknowledgeable","Generic","q_flex1",0,"flexibility"
"163A",20,"White","male","Unknowledgeable","Generic","q_flex2",0,"flexibility"
"163A",20,"White","male","Unknowledgeable","Generic","q_flex3",0,"flexibility"
"163A",20,"White","male","Unknowledgeable","Generic","q_cat1",0,"category"
"163A",20,"White","male","Unknowledgeable","Generic","q_cat2",1,"category"
"163A",20,"White","male","Unknowledgeable","Generic","q_cat3",0,"category"
"163A",20,"White","male","Unknowledgeable","Generic","q_homo1",3,"homogeneity"
"163A",20,"White","male","Unknowledgeable","Generic","q_homo2",4,"homogeneity"
"164A",29,"Asian","female","Knowledgeable","Generic","K_Check1",1,"know_check"
"164A",29,"Asian","female","Knowledgeable","Generic","K_Check2",1,"know_check"
"164A",29,"Asian","female","Knowledgeable","Generic","U_Check1",NA,"unknow_check"
"164A",29,"Asian","female","Knowledgeable","Generic","U_Check2",NA,"unknow_check"
"164A",29,"Asian","female","Knowledgeable","Generic","q_flex1",1,"flexibility"
"164A",29,"Asian","female","Knowledgeable","Generic","q_flex2",1,"flexibility"
"164A",29,"Asian","female","Knowledgeable","Generic","q_flex3",1,"flexibility"
"164A",29,"Asian","female","Knowledgeable","Generic","q_cat1",0,"category"
"164A",29,"Asian","female","Knowledgeable","Generic","q_cat2",1,"category"
"164A",29,"Asian","female","Knowledgeable","Generic","q_cat3",1,"category"
"164A",29,"Asian","female","Knowledgeable","Generic","q_homo1",5,"homogeneity"
"164A",29,"Asian","female","Knowledgeable","Generic","q_homo2",5,"homogeneity"
"165A",40,"Asian","female","Unknowledgeable","Specific","K_Check1",NA,"know_check"
"165A",40,"Asian","female","Unknowledgeable","Specific","K_Check2",NA,"know_check"
"165A",40,"Asian","female","Unknowledgeable","Specific","U_Check1",1,"unknow_check"
"165A",40,"Asian","female","Unknowledgeable","Specific","U_Check2",1,"unknow_check"
"165A",40,"Asian","female","Unknowledgeable","Specific","q_flex1",1,"flexibility"
"165A",40,"Asian","female","Unknowledgeable","Specific","q_flex2",1,"flexibility"
"165A",40,"Asian","female","Unknowledgeable","Specific","q_flex3",0,"flexibility"
"165A",40,"Asian","female","Unknowledgeable","Specific","q_cat1",0,"category"
"165A",40,"Asian","female","Unknowledgeable","Specific","q_cat2",1,"category"
"165A",40,"Asian","female","Unknowledgeable","Specific","q_cat3",1,"category"
"165A",40,"Asian","female","Unknowledgeable","Specific","q_homo1",3,"homogeneity"
"165A",40,"Asian","female","Unknowledgeable","Specific","q_homo2",3,"homogeneity"
"166A",22,"White","male","Knowledgeable","Specific","K_Check1",1,"know_check"
"166A",22,"White","male","Knowledgeable","Specific","K_Check2",1,"know_check"
"166A",22,"White","male","Knowledgeable","Specific","U_Check1",NA,"unknow_check"
"166A",22,"White","male","Knowledgeable","Specific","U_Check2",NA,"unknow_check"
"166A",22,"White","male","Knowledgeable","Specific","q_flex1",0,"flexibility"
"166A",22,"White","male","Knowledgeable","Specific","q_flex2",0,"flexibility"
"166A",22,"White","male","Knowledgeable","Specific","q_flex3",0,"flexibility"
"166A",22,"White","male","Knowledgeable","Specific","q_cat1",0,"category"
"166A",22,"White","male","Knowledgeable","Specific","q_cat2",0,"category"
"166A",22,"White","male","Knowledgeable","Specific","q_cat3",0,"category"
"166A",22,"White","male","Knowledgeable","Specific","q_homo1",4,"homogeneity"
"166A",22,"White","male","Knowledgeable","Specific","q_homo2",2,"homogeneity"
"167A",61,"White","female","Knowledgeable","Generic","K_Check1",1,"know_check"
"167A",61,"White","female","Knowledgeable","Generic","K_Check2",1,"know_check"
"167A",61,"White","female","Knowledgeable","Generic","U_Check1",NA,"unknow_check"
"167A",61,"White","female","Knowledgeable","Generic","U_Check2",NA,"unknow_check"
"167A",61,"White","female","Knowledgeable","Generic","q_flex1",0,"flexibility"
"167A",61,"White","female","Knowledgeable","Generic","q_flex2",1,"flexibility"
"167A",61,"White","female","Knowledgeable","Generic","q_flex3",1,"flexibility"
"167A",61,"White","female","Knowledgeable","Generic","q_cat1",1,"category"
"167A",61,"White","female","Knowledgeable","Generic","q_cat2",1,"category"
"167A",61,"White","female","Knowledgeable","Generic","q_cat3",1,"category"
"167A",61,"White","female","Knowledgeable","Generic","q_homo1",5,"homogeneity"
"167A",61,"White","female","Knowledgeable","Generic","q_homo2",NA,"homogeneity"
"168A",26,"White","male","Knowledgeable","Generic","K_Check1",1,"know_check"
"168A",26,"White","male","Knowledgeable","Generic","K_Check2",1,"know_check"
"168A",26,"White","male","Knowledgeable","Generic","U_Check1",NA,"unknow_check"
"168A",26,"White","male","Knowledgeable","Generic","U_Check2",NA,"unknow_check"
"168A",26,"White","male","Knowledgeable","Generic","q_flex1",0,"flexibility"
"168A",26,"White","male","Knowledgeable","Generic","q_flex2",1,"flexibility"
"168A",26,"White","male","Knowledgeable","Generic","q_flex3",0,"flexibility"
"168A",26,"White","male","Knowledgeable","Generic","q_cat1",0,"category"
"168A",26,"White","male","Knowledgeable","Generic","q_cat2",1,"category"
"168A",26,"White","male","Knowledgeable","Generic","q_cat3",1,"category"
"168A",26,"White","male","Knowledgeable","Generic","q_homo1",3,"homogeneity"
"168A",26,"White","male","Knowledgeable","Generic","q_homo2",3,"homogeneity"
"169A",63,"White","female","Unknowledgeable","Specific","K_Check1",NA,"know_check"
"169A",63,"White","female","Unknowledgeable","Specific","K_Check2",NA,"know_check"
"169A",63,"White","female","Unknowledgeable","Specific","U_Check1",1,"unknow_check"
"169A",63,"White","female","Unknowledgeable","Specific","U_Check2",1,"unknow_check"
"169A",63,"White","female","Unknowledgeable","Specific","q_flex1",0,"flexibility"
"169A",63,"White","female","Unknowledgeable","Specific","q_flex2",0,"flexibility"
"169A",63,"White","female","Unknowledgeable","Specific","q_flex3",0,"flexibility"
"169A",63,"White","female","Unknowledgeable","Specific","q_cat1",0,"category"
"169A",63,"White","female","Unknowledgeable","Specific","q_cat2",1,"category"
"169A",63,"White","female","Unknowledgeable","Specific","q_cat3",0,"category"
"169A",63,"White","female","Unknowledgeable","Specific","q_homo1",3,"homogeneity"
"169A",63,"White","female","Unknowledgeable","Specific","q_homo2",3,"homogeneity"
"16A",37,"White","male","Knowledgeable","Specific","K_Check1",1,"know_check"
"16A",37,"White","male","Knowledgeable","Specific","K_Check2",1,"know_check"
"16A",37,"White","male","Knowledgeable","Specific","U_Check1",NA,"unknow_check"
"16A",37,"White","male","Knowledgeable","Specific","U_Check2",NA,"unknow_check"
"16A",37,"White","male","Knowledgeable","Specific","q_flex1",0,"flexibility"
"16A",37,"White","male","Knowledgeable","Specific","q_flex2",0,"flexibility"
"16A",37,"White","male","Knowledgeable","Specific","q_flex3",0,"flexibility"
"16A",37,"White","male","Knowledgeable","Specific","q_cat1",0,"category"
"16A",37,"White","male","Knowledgeable","Specific","q_cat2",1,"category"
"16A",37,"White","male","Knowledgeable","Specific","q_cat3",0,"category"
"16A",37,"White","male","Knowledgeable","Specific","q_homo1",2,"homogeneity"
"16A",37,"White","male","Knowledgeable","Specific","q_homo2",3,"homogeneity"
"170A",37,"White","female","Unknowledgeable","Generic","K_Check1",NA,"know_check"
"170A",37,"White","female","Unknowledgeable","Generic","K_Check2",NA,"know_check"
"170A",37,"White","female","Unknowledgeable","Generic","U_Check1",1,"unknow_check"
"170A",37,"White","female","Unknowledgeable","Generic","U_Check2",1,"unknow_check"
"170A",37,"White","female","Unknowledgeable","Generic","q_flex1",0,"flexibility"
"170A",37,"White","female","Unknowledgeable","Generic","q_flex2",0,"flexibility"
"170A",37,"White","female","Unknowledgeable","Generic","q_flex3",1,"flexibility"
"170A",37,"White","female","Unknowledgeable","Generic","q_cat1",0,"category"
"170A",37,"White","female","Unknowledgeable","Generic","q_cat2",1,"category"
"170A",37,"White","female","Unknowledgeable","Generic","q_cat3",1,"category"
"170A",37,"White","female","Unknowledgeable","Generic","q_homo1",2,"homogeneity"
"170A",37,"White","female","Unknowledgeable","Generic","q_homo2",2,"homogeneity"
"171A",67,"White","female","Unknowledgeable","Specific","K_Check1",NA,"know_check"
"171A",67,"White","female","Unknowledgeable","Specific","K_Check2",NA,"know_check"
"171A",67,"White","female","Unknowledgeable","Specific","U_Check1",1,"unknow_check"
"171A",67,"White","female","Unknowledgeable","Specific","U_Check2",1,"unknow_check"
"171A",67,"White","female","Unknowledgeable","Specific","q_flex1",0,"flexibility"
"171A",67,"White","female","Unknowledgeable","Specific","q_flex2",0,"flexibility"
"171A",67,"White","female","Unknowledgeable","Specific","q_flex3",0,"flexibility"
"171A",67,"White","female","Unknowledgeable","Specific","q_cat1",0,"category"
"171A",67,"White","female","Unknowledgeable","Specific","q_cat2",1,"category"
"171A",67,"White","female","Unknowledgeable","Specific","q_cat3",0,"category"
"171A",67,"White","female","Unknowledgeable","Specific","q_homo1",3,"homogeneity"
"171A",67,"White","female","Unknowledgeable","Specific","q_homo2",2,"homogeneity"
"172A",31,"Asian","female","Knowledgeable","Generic","K_Check1",1,"know_check"
"172A",31,"Asian","female","Knowledgeable","Generic","K_Check2",1,"know_check"
"172A",31,"Asian","female","Knowledgeable","Generic","U_Check1",NA,"unknow_check"
"172A",31,"Asian","female","Knowledgeable","Generic","U_Check2",NA,"unknow_check"
"172A",31,"Asian","female","Knowledgeable","Generic","q_flex1",1,"flexibility"
"172A",31,"Asian","female","Knowledgeable","Generic","q_flex2",1,"flexibility"
"172A",31,"Asian","female","Knowledgeable","Generic","q_flex3",0,"flexibility"
"172A",31,"Asian","female","Knowledgeable","Generic","q_cat1",1,"category"
"172A",31,"Asian","female","Knowledgeable","Generic","q_cat2",1,"category"
"172A",31,"Asian","female","Knowledgeable","Generic","q_cat3",1,"category"
"172A",31,"Asian","female","Knowledgeable","Generic","q_homo1",4,"homogeneity"
"172A",31,"Asian","female","Knowledgeable","Generic","q_homo2",4,"homogeneity"
"173A",24,"White","female","Knowledgeable","Specific","K_Check1",1,"know_check"
"173A",24,"White","female","Knowledgeable","Specific","K_Check2",1,"know_check"
"173A",24,"White","female","Knowledgeable","Specific","U_Check1",NA,"unknow_check"
"173A",24,"White","female","Knowledgeable","Specific","U_Check2",NA,"unknow_check"
"173A",24,"White","female","Knowledgeable","Specific","q_flex1",1,"flexibility"
"173A",24,"White","female","Knowledgeable","Specific","q_flex2",1,"flexibility"
"173A",24,"White","female","Knowledgeable","Specific","q_flex3",1,"flexibility"
"173A",24,"White","female","Knowledgeable","Specific","q_cat1",1,"category"
"173A",24,"White","female","Knowledgeable","Specific","q_cat2",1,"category"
"173A",24,"White","female","Knowledgeable","Specific","q_cat3",1,"category"
"173A",24,"White","female","Knowledgeable","Specific","q_homo1",5,"homogeneity"
"173A",24,"White","female","Knowledgeable","Specific","q_homo2",5,"homogeneity"
"174A",55,"White","female","Unknowledgeable","Generic","K_Check1",NA,"know_check"
"174A",55,"White","female","Unknowledgeable","Generic","K_Check2",NA,"know_check"
"174A",55,"White","female","Unknowledgeable","Generic","U_Check1",1,"unknow_check"
"174A",55,"White","female","Unknowledgeable","Generic","U_Check2",1,"unknow_check"
"174A",55,"White","female","Unknowledgeable","Generic","q_flex1",0,"flexibility"
"174A",55,"White","female","Unknowledgeable","Generic","q_flex2",1,"flexibility"
"174A",55,"White","female","Unknowledgeable","Generic","q_flex3",1,"flexibility"
"174A",55,"White","female","Unknowledgeable","Generic","q_cat1",0,"category"
"174A",55,"White","female","Unknowledgeable","Generic","q_cat2",1,"category"
"174A",55,"White","female","Unknowledgeable","Generic","q_cat3",0,"category"
"174A",55,"White","female","Unknowledgeable","Generic","q_homo1",3,"homogeneity"
"174A",55,"White","female","Unknowledgeable","Generic","q_homo2",3,"homogeneity"
"175A",51,"Black or African American","male","Knowledgeable","Generic","K_Check1",0,"know_check"
"175A",51,"Black or African American","male","Knowledgeable","Generic","K_Check2",1,"know_check"
"175A",51,"Black or African American","male","Knowledgeable","Generic","U_Check1",NA,"unknow_check"
"175A",51,"Black or African American","male","Knowledgeable","Generic","U_Check2",NA,"unknow_check"
"175A",51,"Black or African American","male","Knowledgeable","Generic","q_flex1",0,"flexibility"
"175A",51,"Black or African American","male","Knowledgeable","Generic","q_flex2",1,"flexibility"
